Starting Coordinate; End Coordinate; True Distance(km) 
[18.20001, -67.166672];[18.20001, -67.25394];9.218311827183797
[18.20001, -67.25394];[18.20001, -67.334373];8.496315674110402
[18.20001, -67.25394];[18.055161, -67.334373];18.211711811986273
[18.20001, -67.334373];[18.478939, -67.335999];31.016007346966436
[18.275129, -67.212227];[18.20001, -67.25394];9.443350246206093
[37.478149, -122.118294];[37.496529, -122.110077];1.9217305522110846
[37.496529, -122.110077];[37.556679, -122.195282];8.610116065210653
[31.78688, -81.269539];[31.669689, -81.054787];7.986248172028558
[41.65818, -70.626778];[41.63908, -70.694397];8.382561101842997
[43.741219, -70.011581];[43.63073, -69.99823];10.389301245573897
[42.814548, -70.871857];[42.813884, -70.853523];1.4972966229966194
[42.814548, -70.871857];[42.813884, -70.853523];1.4972966229966194
[42.813884, -70.853523];[42.811569, -70.789612];5.219595074461233
[42.813884, -70.853523];[42.811569, -70.789612];5.219595074461233
[42.824371, -70.885246];[42.814548, -70.871857];1.5445305354285006
[42.824371, -70.885246];[42.814548, -70.871857];1.5445305354285006
[55.130741, -131.575088];[55.155769, -131.672607];1.2505719614357202
[55.155769, -131.672607];[55.051601, -131.820099];14.906279282204697
[55.961411, -158.789993];[55.941085, -157.114468];10.45688177364054
[25.795031, -80.244408];[25.76969, -80.182098];3.5468123154518594
[30.03533, -89.90229];[30.020072, -89.907069];1.7578888199927105
[30.03533, -89.90229];[30.020072, -89.907069];1.7578888199927105
[30.020072, -89.907069];[30.011909, -89.906967];0.9077385668707788
[30.020072, -89.907069];[30.011909, -89.906967];0.9077385668707788
[43.835659, -69.968742];[43.63073, -69.99823];10.063480471624832
[48.536709, -122.944931];[48.33049, -122.974503];20.673242746971194
[33.75108, -118.243881];[33.74651, -118.217682];2.475000207363751
[41.355549, -72.915421];[41.298908, -72.904701];7.928916699526085
[41.298908, -72.904701];[41.288758, -72.910761];1.2369828645705192
[41.298908, -72.904701];[41.288758, -72.910761];1.2369828645705192
[29.951758, -90.158476];[29.955919, -90.147163];1.1840639556401544
[29.951758, -90.158476];[29.955919, -90.147163];1.1840639556401544
[29.955919, -90.147163];[29.915891, -90.136674];2.0461828360879566
[29.955919, -90.147163];[29.915891, -90.136674];2.0461828360879566
[30.049008, -90.649023];[30.044949, -90.641017];0.8930423868913568
[30.049008, -90.649023];[30.044949, -90.641017];0.8930423868913568
[30.044949, -90.641017];[30.03327, -90.617973];2.570397497226366
[30.044949, -90.641017];[30.03327, -90.617973];2.570397497226366
[30.03327, -90.617973];[30.048649, -90.58723];3.4178287231975806
[30.03327, -90.617973];[30.048649, -90.58723];3.4178287231975806
[30.28103, -91.154704];[30.251391, -91.110906];5.3436491480331965
[30.28103, -91.154704];[30.251391, -91.110906];5.3436491480331965
[30.251391, -91.110906];[30.213927, -91.055546];6.755772003028967
[30.251391, -91.110906];[30.213927, -91.055546];6.755772003028967
[30.213927, -91.055546];[30.132111, -91.017832];14.402963618735333
[30.213927, -91.055546];[30.132111, -91.017832];14.402963618735333
[30.050631, -90.578704];[30.050395, -90.568251];0.6642310938714333
[30.050631, -90.578704];[30.050395, -90.568251];0.6642310938714333
[30.034729, -90.689116];[30.049552, -90.656016];3.587193039613105
[30.034729, -90.689116];[30.049552, -90.656016];3.587193039613105
[30.049552, -90.656016];[30.049008, -90.649023];0.6757883095947839
[30.049552, -90.656016];[30.049008, -90.649023];0.6757883095947839
[30.050045, -90.842541];[30.034729, -90.689116];30.347295505947514
[30.050045, -90.842541];[30.034729, -90.689116];30.347295505947514
[30.050395, -90.568251];[30.049731, -90.514807];10.272232037068889
[30.050395, -90.568251];[30.049731, -90.514807];10.272232037068889
[29.914089, -90.085167];[29.935069, -90.057539];5.986355339554786
[29.914089, -90.085167];[29.935069, -90.057539];5.986355339554786
[29.935069, -90.057539];[29.957281, -90.054968];2.482256392979824
[29.935069, -90.057539];[29.957281, -90.054968];2.482256392979824
[29.957281, -90.054968];[29.957449, -90.054801];0.024653911480027182
[29.957281, -90.054968];[29.957449, -90.054801];0.024653911480027182
[29.957449, -90.054801];[29.9547, -90.028282];0.4167411686397468
[29.957449, -90.054801];[29.9547, -90.028282];0.4167411686397468
[29.943022, -90.007206];[29.93989, -90.001554];0.6464299308277816
[29.943022, -90.007206];[29.93989, -90.001554];0.6464299308277816
[29.93989, -90.001554];[29.922701, -89.961868];4.275346101750458
[29.93989, -90.001554];[29.922701, -89.961868];4.275346101750458
[29.922701, -89.961868];[29.872879, -89.941051];19.504029780231495
[29.922701, -89.961868];[29.872879, -89.941051];19.504029780231495
[30.049731, -90.514807];[30.026908, -90.475049];4.592097418051507
[30.049731, -90.514807];[30.026908, -90.475049];4.592097418051507
[30.026908, -90.475049];[29.992861, -90.415737];6.85191569501197
[30.026908, -90.475049];[29.992861, -90.415737];6.85191569501197
[29.992861, -90.415737];[29.977438, -90.398453];2.3756070365590323
[29.992861, -90.415737];[29.977438, -90.398453];2.3756070365590323
[29.977438, -90.398453];[29.938288, -90.359753];9.439830022007682
[29.977438, -90.398453];[29.938288, -90.359753];9.439830022007682
[29.872879, -89.941051];[29.674505, -89.961913];22.149922060467883
[29.872879, -89.941051];[29.674505, -89.961913];22.149922060467883
[29.674505, -89.961913];[29.674238, -89.961867];0.030019867003831583
[29.674505, -89.961913];[29.674238, -89.961867];0.030019867003831583
[29.674238, -89.961867];[29.599203, -89.839003];14.512769534799107
[29.674238, -89.961867];[29.599203, -89.839003];14.512769534799107
[29.599203, -89.839003];[29.571324, -89.793353];5.394037643997504
[29.599203, -89.839003];[29.571324, -89.793353];5.394037643997504
[29.571324, -89.793353];[29.571275, -89.793281];0.008841543763511225
[29.571324, -89.793353];[29.571275, -89.793281];0.008841543763511225
[29.571275, -89.793281];[29.570802, -89.792734];0.07459750411645656
[29.571275, -89.793281];[29.570802, -89.792734];0.07459750411645656
[29.570802, -89.792734];[29.536897, -89.753516];5.348255056708111
[29.570802, -89.792734];[29.536897, -89.753516];5.348255056708111
[29.536897, -89.753516];[29.47987, -89.687553];8.997589960309003
[29.536897, -89.753516];[29.47987, -89.687553];8.997589960309003
[29.47987, -89.687553];[29.28657, -89.355782];51.978012485364516
[30.294491, -91.230988];[30.28103, -91.154704];14.932498048684076
[30.294491, -91.230988];[30.28103, -91.154704];14.932498048684076
[29.938288, -90.359753];[29.935583, -90.348728];1.1041161075529227
[29.938288, -90.359753];[29.935583, -90.348728];1.1041161075529227
[29.935583, -90.348728];[29.942874, -90.312952];7.4699603972672595
[29.935583, -90.348728];[29.942874, -90.312952];7.4699603972672595
[30.062245, -90.875657];[30.050045, -90.842541];0.047164671202952486
[30.062245, -90.875657];[30.050045, -90.842541];0.047164671202952486
[30.111433, -90.915643];[30.062245, -90.875657];2.8101273058618506
[30.111433, -90.915643];[30.062245, -90.875657];2.8101273058618506
[30.136573, -90.935717];[30.111433, -90.915643];3.4856726243435174
[30.136573, -90.935717];[30.111433, -90.915643];3.4856726243435174
[30.113119, -90.989464];[30.136573, -90.935717];11.57811519833194
[30.113119, -90.989464];[30.136573, -90.935717];11.57811519833194
[30.132111, -91.017832];[30.11437, -91.02253];2.0237972563896682
[30.132111, -91.017832];[30.11437, -91.02253];2.0237972563896682
[30.11437, -91.02253];[30.113119, -90.989464];3.1835665216226454
[30.11437, -91.02253];[30.113119, -90.989464];3.1835665216226454
[29.942874, -90.312952];[29.961422, -90.292455];2.8554136205634615
[29.942874, -90.312952];[29.961422, -90.292455];2.8554136205634615
[29.961422, -90.292455];[29.96201, -90.291301];0.12897197670113142
[29.961422, -90.292455];[29.96201, -90.291301];0.12897197670113142
[30.521839, -91.209442];[30.422741, -91.199364];14.977820946700733
[30.521839, -91.209442];[30.422741, -91.199364];14.977820946700733
[30.51473, -91.233177];[30.521839, -91.209442];2.407096200218175
[30.51473, -91.233177];[30.521839, -91.209442];2.407096200218175
[30.048649, -90.58723];[30.050631, -90.578704];0.8497025862723601
[30.048649, -90.58723];[30.050631, -90.578704];0.8497025862723601
[29.96201, -90.291301];[29.968967, -90.274613];1.7840212867110268
[29.96201, -90.291301];[29.968967, -90.274613];1.7840212867110268
[29.968967, -90.274613];[29.968991, -90.274354];0.0250912365654105
[29.968967, -90.274613];[29.968991, -90.274354];0.0250912365654105
[29.968991, -90.274354];[29.937035, -90.219453];6.372084755814145
[29.968991, -90.274354];[29.937035, -90.219453];6.372084755814145
[29.937035, -90.219453];[29.951758, -90.158476];4.7044172291253386
[29.937035, -90.219453];[29.951758, -90.158476];4.7044172291253386
[30.422741, -91.199364];[30.294491, -91.230988];30.610933386294267
[29.915891, -90.136674];[29.914089, -90.085167];0.004907748674190964
[29.915891, -90.136674];[29.914089, -90.085167];0.004907748674190964
[29.16041, -89.254868];[28.81374, -89.432793];34.83592187866934
[29.16041, -89.254868];[28.935749, -89.008881];32.59357624555966
[29.8258, -89.600594];[29.676809, -89.387543];26.410063353385056
[29.8258, -89.600594];[29.676809, -89.387543];26.410063353385056
[29.977569, -89.884107];[29.942431, -89.840424];5.742432552731968
[29.977569, -89.884107];[29.942431, -89.840424];5.742432552731968
[29.942431, -89.840424];[29.8258, -89.600594];24.928714707703886
[29.676809, -89.387543];[29.491779, -89.120354];64.24981043761652
[30.38739, -88.963966];[30.281031, -88.964607];11.826757535082441
[30.39365, -88.831528];[30.35644, -88.784058];6.15282946242666
[30.35644, -88.784058];[30.28863, -88.775398];7.585816059412063
[30.35644, -88.784058];[30.28863, -88.775398];7.585816059412063
[30.343451, -88.565491];[30.286591, -88.511932];8.149000463001581
[30.28863, -88.775398];[30.117279, -88.809937];3.469787618510368
[30.352091, -89.085243];[30.279091, -89.023643];10.042560334770139
[32.766541, -117.228287];[32.766899, -117.931198];3.5297900640806814
[29.73134, -95.021393];[29.732651, -95.020699];0.1604408129255115
[29.730221, -95.021881];[29.729469, -95.019798];0.2178214739205247
[29.730221, -95.021881];[29.73007, -95.019051];0.2737760574990407
[29.730221, -95.021881];[29.73134, -95.021393];0.13305063690791374
[29.73237, -95.019928];[29.73134, -95.021393];0.18200850776410799
[30.5961, -88.030792];[30.56715, -88.078697];5.602927284018816
[30.5961, -88.030792];[30.56826, -88.027519];3.111486285476532
[30.56715, -88.078697];[30.563971, -88.087822];0.9424690479162475
[30.56826, -88.027519];[30.546129, -88.024384];2.4790994803503943
[30.56826, -88.027519];[30.56669, -88.060051];3.1195801857154355
[30.546129, -88.024384];[30.524441, -88.022758];2.4166217543488027
[30.45262, -88.104111];[30.479259, -88.017723];7.134208740924498
[30.479259, -88.017723];[30.44603, -88.013573];3.716249251622929
[30.479259, -88.017723];[30.524441, -88.022758];25.72457873145641
[30.524441, -88.022758];[30.479259, -88.017723];5.047121636285512
[30.3393, -88.027069];[30.292601, -88.118942];10.234083158633362
[30.3393, -88.027069];[30.283939, -87.916008];5.2778008568262464
[30.3393, -88.027069];[30.132771, -88.065033];30.336420772246083
[30.48608, -87.934723];[30.44603, -88.013573];2.822554991950286
[30.44603, -88.013573];[30.3393, -88.027069];11.938237545817284
[30.56669, -88.060051];[30.546129, -88.024384];4.10985460267867
[30.56669, -88.060051];[30.56715, -88.078697];1.785955522778478
[30.688, -88.035816];[30.673402, -88.034593];1.627433763518392
[30.688, -88.035816];[30.673402, -88.034593];1.627433763518392
[30.673402, -88.034593];[30.655556, -88.031865];0.1306436476518494
[30.673402, -88.034593];[30.655556, -88.031865];0.1306436476518494
[30.655556, -88.031865];[30.5961, -88.030792];6.612011853872107
[30.655556, -88.031865];[30.5961, -88.030792];6.612011853872107
[37.339581, -76.375237];[37.23201, -76.137543];10.036977776781177
[35.317532, -120.85009];[35.348193, -120.851195];3.4108255959863114
[35.317532, -120.85009];[35.348193, -120.851195];3.4108255959863114
[35.348193, -120.851195];[35.35759, -120.883614];0.19712316165310825
[35.348193, -120.851195];[35.35759, -120.883614];0.19712316165310825
[48.709091, -123.341187];[48.69585, -123.355698];1.8170767986256289
[48.709091, -123.341187];[48.668381, -123.242401];9.472413166048252
[48.754349, -123.354317];[48.709091, -123.341187];5.123775153992857
[48.754349, -123.354317];[48.72493, -123.412788];5.393126394040693
[36.80164, -121.7901];[36.802689, -123.05809];10.986802606614976
[41.721748, -71.158722];[41.682621, -71.203461];5.720511985551247
[41.721748, -71.158722];[41.682621, -71.203461];5.720511985551247
[41.668165, -71.221698];[41.623901, -71.290573];7.548368450462181
[41.668165, -71.221698];[41.623901, -71.290573];7.548368450462181
[41.623901, -71.290573];[41.59668, -71.303337];2.9870817243837977
[41.682621, -71.203461];[41.668165, -71.221698];2.2086300903531364
[41.682621, -71.203461];[41.668165, -71.221698];2.2086300903531364
[40.96624, -73.025871];[41.096359, -73.028168];14.46987545986619
[45.61953, -122.790894];[45.888279, -122.799622];14.947563801342376
[45.61953, -122.790894];[45.656769, -122.761467];6.916328095858058
[43.97998, -69.405708];[43.91872, -69.380669];15.107736870740213
[43.899132, -69.355003];[43.856419, -69.331573];6.500225899631642
[43.856419, -69.331573];[43.758141, -69.171043];6.631667771805887
[43.861351, -69.291313];[43.758141, -69.171043];11.591156034058901
[42.418041, -71.111397];[42.386372, -71.059517];3.118573726604518
[18.200001, -65.78334];[18.18906, -65.709518];7.892554277575833
[18.18906, -65.709518];[18.116659, -65.633331];11.38485076541603
[58.696548, -156.676163];[58.700534, -156.704086];1.6729051110371718
[58.696548, -156.676163];[58.700534, -156.704086];1.6729051110371718
[58.700534, -156.704086];[58.701042, -156.707647];0.21332181694900107
[58.700534, -156.704086];[58.701042, -156.707647];0.21332181694900107
[58.701042, -156.707647];[58.704509, -156.731937];1.4550711487961425
[58.701042, -156.707647];[58.704509, -156.731937];1.4550711487961425
[58.704509, -156.731937];[58.739777, -156.979038];14.794657899742027
[58.704509, -156.731937];[58.739777, -156.979038];14.794657899742027
[58.739777, -156.979038];[58.731281, -157.072861];6.28697767033486
[58.739777, -156.979038];[58.731281, -157.072861];6.28697767033486
[41.458851, -70.350052];[41.451519, -70.199509];16.04560394611864
[41.57193, -70.40976];[41.586552, -70.381699];2.8445362350685324
[41.57193, -70.40976];[41.550831, -70.39183];2.7802282236701834
[41.586552, -70.381699];[41.561932, -70.361511];3.211655929485466
[41.586552, -70.381699];[41.588631, -70.299759];9.46142429162453
[41.503799, -70.634247];[41.479431, -70.552689];7.313507971911118
[41.503799, -70.634247];[41.490761, -70.670441];3.344881699804169
[41.503799, -70.634247];[41.53529, -70.54834];7.251381423502748
[41.451519, -70.199509];[41.482288, -70.064056];11.793497414153297
[41.451519, -70.199509];[41.482288, -70.064056];11.793497414153297
[41.6091, -70.076752];[41.6133, -70.050827];2.20534449166091
[41.582951, -71.395859];[41.576778, -71.364067];2.732010255954027
[41.57259, -71.315697];[41.576778, -71.364067];4.0504729748551895
[41.612431, -71.407928];[41.582951, -71.395859];2.291571876190895
[41.462238, -71.369087];[41.417049, -71.333557];4.6504387897923145
[41.590771, -71.285301];[41.59668, -71.303337];1.6374718509515955
[41.59668, -71.303337];[41.57259, -71.315697];2.869173181316138
[41.489521, -71.408783];[41.462238, -71.369087];16.109174102116842
[41.718571, -71.343941];[41.623901, -71.290573];14.051985083480407
[41.58667, -71.411469];[41.582951, -71.395859];1.362568673847115
[41.586761, -71.288071];[41.59668, -71.303337];0.3559909857603012
[41.513699, -71.390244];[41.489521, -71.408783];2.9364691860777143
[41.50845, -71.417473];[41.489521, -71.408783];0.7026984343878265
[41.827099, -69.955307];[41.848011, -69.700912];4.03013749715933
[21.96109, -159.353302];[21.844709, -159.232498];17.96664921339621
[30.012295, -93.95883];[29.983382, -93.89];7.366867302714469
[30.012295, -93.95883];[29.983382, -93.89];7.366867302714469
[29.983382, -93.89];[29.96887, -93.855453];3.69821883359822
[29.983382, -93.89];[29.96887, -93.855453];3.69821883359822
[30.010041, -93.975756];[30.012295, -93.95883];3.266704938052973
[30.010041, -93.975756];[30.012295, -93.95883];3.266704938052973
[30.08614, -94.094307];[30.076811, -94.076995];1.281485835729894
[30.08614, -94.094307];[30.076811, -94.076995];1.281485835729894
[30.076811, -94.076995];[30.067811, -94.04861];2.9089786979542867
[30.076811, -94.076995];[30.067811, -94.04861];2.9089786979542867
[30.067811, -94.04861];[30.067783, -94.048569];0.005026000673944154
[30.067811, -94.04861];[30.067783, -94.048569];0.005026000673944154
[30.067783, -94.048569];[30.031183, -94.032623];4.349527285214806
[30.067783, -94.048569];[30.031183, -94.032623];4.349527285214806
[30.031183, -94.032623];[30.025261, -94.030043];0.7037826752384257
[30.031183, -94.032623];[30.025261, -94.030043];0.7037826752384257
[30.025261, -94.030043];[30.024159, -94.029511];0.13281023576629652
[30.025261, -94.030043];[30.024159, -94.029511];0.13281023576629652
[30.024159, -94.029511];[30.011698, -93.992415];3.8309705784364207
[30.024159, -94.029511];[30.011698, -93.992415];3.8309705784364207
[30.011698, -93.992415];[30.01139, -93.991034];0.13731137952071207
[30.011698, -93.992415];[30.01139, -93.991034];0.13731137952071207
[30.01139, -93.991034];[30.010041, -93.975756];2.2803451193303665
[30.01139, -93.991034];[30.010041, -93.975756];2.2803451193303665
[40.616909, -73.758781];[40.615162, -73.764717];0.5373797529907719
[41.288758, -72.910761];[41.279739, -72.912689];1.015725182811014
[41.288758, -72.910761];[41.279739, -72.912689];1.015725182811014
[41.279739, -72.912689];[41.113979, -72.867867];2.6595665223239506
[41.357632, -72.086609];[41.335736, -72.086439];2.4347688336949997
[41.357632, -72.086609];[41.335736, -72.086439];2.4347688336949997
[41.335736, -72.086439];[41.275749, -72.075821];6.728965698276987
[41.335736, -72.086439];[41.275749, -72.075821];6.728965698276987
[43.936169, -69.829239];[43.947483, -69.828238];1.260611410009752
[43.936169, -69.829239];[43.947483, -69.828238];1.260611410009752
[43.947483, -69.828238];[43.947865, -69.828069];0.044579236406938255
[43.947483, -69.828238];[43.947865, -69.828069];0.044579236406938255
[43.947865, -69.828069];[43.952229, -69.816673];1.0333262234843013
[43.947865, -69.828069];[43.952229, -69.816673];1.0333262234843013
[40.659474, -74.143988];[40.642849, -74.127663];5.501020890336411
[40.659474, -74.143988];[40.642849, -74.127663];5.501020890336411
[40.653919, -74.150909];[40.64629, -74.175911];2.2734624295621177
[41.49078, -71.324699];[41.483311, -71.323463];0.8368731258092145
[41.483311, -71.323463];[41.462238, -71.369087];1.2237286159867555
[41.488171, -71.326263];[41.49078, -71.324699];0.31801456663755273
[41.48888, -71.326736];[41.49078, -71.324699];0.37402427040511926
[41.487141, -71.317909];[41.483311, -71.323463];0.6288167730617154
[40.71981, -73.924591];[40.730206, -73.938522];3.1390882789187784
[40.71981, -73.924591];[40.730206, -73.938522];3.1390882789187784
[40.738239, -73.950599];[40.73481, -73.966621];1.402741081680343
[40.738239, -73.950599];[40.73481, -73.966621];1.402741081680343
[40.730206, -73.938522];[40.731112, -73.93987];0.15182454085542907
[40.730206, -73.938522];[40.731112, -73.93987];0.15182454085542907
[40.731112, -73.93987];[40.738163, -73.950367];1.181929232057078
[40.731112, -73.93987];[40.738163, -73.950367];1.181929232057078
[40.738163, -73.950367];[40.738239, -73.950599];0.021295181374462895
[40.738163, -73.950367];[40.738239, -73.950599];0.021295181374462895
[60.74799, -151.314667];[60.78381, -151.529755];12.340851742068363
[60.058029, -151.663269];[60.150841, -152.002869];21.46500672592255
[47.038921, -124.064003];[46.92868, -124.068092];12.262180636698353
[44.125759, -68.874367];[43.949299, -68.832993];8.622209527444493
[45.601608, -122.642921];[45.610506, -122.688379];3.6720192070054205
[45.601608, -122.642921];[45.610506, -122.688379];3.6720192070054205
[45.610506, -122.688379];[45.611021, -122.689863];0.12885581705010163
[45.610506, -122.688379];[45.611021, -122.689863];0.12885581705010163
[45.611021, -122.689863];[45.632829, -122.734057];4.206268963630424
[45.611021, -122.689863];[45.632829, -122.734057];4.206268963630424
[45.632829, -122.734057];[45.6497, -122.748589];2.5540298396111574
[45.632829, -122.734057];[45.6497, -122.748589];2.5540298396111574
[37.425362, -76.450256];[37.411921, -76.408322];3.9935339698067636
[37.425362, -76.450256];[37.411921, -76.408322];3.9935339698067636
[37.411921, -76.408322];[37.339581, -76.375237];0.019782414565224445
[37.411921, -76.408322];[37.339581, -76.375237];0.019782414565224445
[34.266788, -77.949852];[34.261455, -77.949136];0.5966426278343052
[34.266788, -77.949852];[34.261455, -77.949136];0.5966426278343052
[34.261455, -77.949136];[34.248401, -77.953011];0.3454718708751233
[34.261455, -77.949136];[34.248401, -77.953011];0.3454718708751233
[34.248401, -77.953011];[34.245601, -77.954003];0.32442315663061344
[34.248401, -77.953011];[34.245601, -77.954003];0.32442315663061344
[34.245601, -77.954003];[34.24468, -77.954119];0.1029642355654552
[34.245601, -77.954003];[34.24468, -77.954119];0.1029642355654552
[34.24468, -77.954119];[34.23933, -77.95414];0.5948968111050217
[34.24468, -77.954119];[34.23933, -77.95414];0.5948968111050217
[40.912769, -73.357033];[40.914188, -73.417633];1.7357540523156336
[46.07135, -61.631279];[46.025796, -62.343591];55.205194502992434
[46.07135, -61.631279];[45.54137, -60.680097];94.38508812606901
[39.27528, -76.601936];[39.277569, -76.598053];0.3852111252064124
[39.277569, -76.598053];[39.268219, -76.575043];2.1179520265631786
[39.277569, -76.598053];[39.268219, -76.575043];2.1179520265631786
[44.228531, -68.689407];[43.745121, -68.618294];21.360766458661615
[39.2785, -76.603394];[39.277569, -76.598053];0.4712341427273456
[64.43585, -165.613989];[63.93219, -167.313461];99.53823085522983
[64.43585, -165.613989];[64.435837, -165.614012];0.0018186617765980915
[64.697601, -165.160568];[64.43585, -165.613989];36.27597189423288
[64.435837, -165.614012];[63.630501, -167.009064];112.38814073196633
[64.435837, -165.614012];[63.93219, -167.313461];99.53651304116659
[64.496658, -165.408783];[64.435837, -165.614012];11.93718680615729
[64.496658, -165.408783];[64.43585, -165.613989];1.7107772694205268
[63.842239, -161.18222];[63.14801, -167.359589];372.59913032421935
[27.82737, -97.390991];[27.838949, -97.382881];1.5144892523987574
[27.838949, -97.382881];[27.837931, -97.381248];0.19645647901759705
[27.838949, -97.382881];[27.8419, -97.379318];0.6990265173711804
[27.8419, -97.379318];[27.80987, -97.349777];0.7449133724021598
[27.840969, -97.386917];[27.838949, -97.382881];0.45599646709053104
[27.840969, -97.386917];[27.8419, -97.379318];0.3762496577445441
[27.831961, -97.39341];[27.840969, -97.386917];0.6539194029948971
[59.588051, -150.529694];[58.847801, -149.791794];21.35659891062943
[59.596298, -157.05896];[59.009838, -158.500031];85.21327982074476
[21.98151, -157.893097];[21.952485, -157.869568];4.037770570958975
[37.816056, -122.321922];[37.847988, -122.36821];5.397488477399027
[37.816056, -122.321922];[37.847988, -122.36821];5.397488477399027
[37.847988, -122.36821];[37.840321, -122.393784];2.402005735648386
[37.82148, -122.308296];[37.816056, -122.321922];1.3402659169411555
[37.82148, -122.308296];[37.816056, -122.321922];1.3402659169411555
[41.735561, -71.382347];[41.718571, -71.343941];1.4877954530275237
[31.8995, -81.164307];[31.85688, -81.132782];2.5720541653834363
[26.65052, -81.878967];[26.526194, -81.999769];9.996469192016598
[26.65052, -81.878967];[26.526194, -81.999769];9.996469192016598
[26.526194, -81.999769];[26.510632, -82.017516];2.4722985698794147
[26.526194, -81.999769];[26.510632, -82.017516];2.4722985698794147
[26.510632, -82.017516];[26.509037, -82.019335];0.2534072915320012
[26.510632, -82.017516];[26.509037, -82.019335];0.2534072915320012
[26.509037, -82.019335];[26.473141, -82.060272];5.703475299121433
[26.509037, -82.019335];[26.473141, -82.060272];5.703475299121433
[26.49999, 128.500015];[26.282766, 128.781888];37.03651677205611
[28.961241, -95.370697];[28.9385, -95.330365];9.322670466267475
[28.961241, -95.370697];[28.9385, -95.330365];9.322670466267475
[28.94273, -95.308533];[28.746429, -95.101067];1.3859006665674927
[28.9385, -95.330365];[28.94061, -95.319473];1.085560514394665
[28.9385, -95.330365];[28.94061, -95.319473];1.085560514394665
[28.94061, -95.319473];[28.942146, -95.311544];0.7902371545084059
[28.94061, -95.319473];[28.942146, -95.311544];0.7902371545084059
[28.942146, -95.311544];[28.94273, -95.308533];0.30010297550110054
[28.942146, -95.311544];[28.94273, -95.308533];0.30010297550110054
[29.762609, -95.090446];[29.761869, -95.087967];0.25304425743719156
[39.210041, -76.461273];[39.185349, -76.457687];2.762963796251157
[39.185349, -76.457687];[39.181358, -76.445457];1.143715865894742
[27.829029, -82.570618];[27.79178, -82.573853];4.165148145957162
[27.890039, -82.553047];[27.829029, -82.570618];2.5700602696401824
[27.890039, -82.553047];[27.829029, -82.570618];2.5700602696401824
[27.86194, -82.598099];[27.829029, -82.570618];2.223030381720582
[27.941759, -82.693413];[27.890039, -82.553047];20.143806638286897
[41.740471, -70.657692];[41.723122, -70.639816];3.3972827772759513
[44.344559, -68.755737];[44.31295, -68.774117];3.8263334297332223
[31.806141, -80.98391];[31.85688, -81.132782];14.590720231732655
[33.725109, -118.281097];[33.712742, -118.270866];3.6904330078583456
[33.712742, -118.270866];[33.715439, -118.259102];1.1286704541853618
[33.726059, -118.275993];[33.712742, -118.270866];1.5548561715199376
[33.24239, -119.446297];[33.456402, -118.950501];51.8370447529493
[33.456402, -118.950501];[33.469294, -118.915708];3.5315647919455646
[33.470089, -119.031303];[33.460163, -118.972704];5.5466451723491
[40.877079, -73.539581];[40.904919, -73.494766];2.3475286424420316
[56.246941, -134.644058];[56.148331, -134.471847];15.28789781357893
[21.903851, -159.59259];[21.75276, -159.353195];1.86820614825132
[48.130348, -123.453262];[48.16436, -123.391434];3.2538595116038675
[48.16436, -123.391434];[48.523231, -125.0775];16.164680205820748
[46.941269, -124.13662];[46.9235, -124.13163];1.7100156627924759
[40.986389, -73.662857];[40.950359, -73.641022];3.2816891675369564
[65.482681, -167.321945];[65.271606, -167.532944];25.424779134867354
[65.310257, -167.38884];[65.271606, -167.532944];7.958334361256031
[18.19458, -65.655411];[18.18906, -65.709518];5.74857327889907
[26.090349, -80.118134];[26.087601, -80.07663];0.992366587627947
[47.81358, -122.576889];[47.879589, -122.594429];2.6769375353135008
[47.98465, -122.229378];[47.978119, -122.311997];6.192136968743644
[47.98465, -122.229378];[48.004238, -122.176727];9.67668516928935
[47.978119, -122.311997];[47.862141, -122.379097];13.831624810797548
[47.978119, -122.311997];[48.132778, -122.537598];16.43951671486495
[59.336281, -151.787582];[59.528591, -152.335068];7.340567545900005
[48.734489, -122.931122];[48.622299, -123.086723];16.915651045691888
[17.71459, -64.763641];[17.72205, -64.750717];1.6006331645033085
[56.968262, -158.728867];[56.730999, -162.092072];206.1752744021639
[17.599991, -64.699997];[17.72205, -64.750717];14.59756206170212
[34.147732, -119.208099];[34.103668, -119.239899];3.29385621901504
[40.94878, -73.072289];[41.09375, -73.057808];6.977363169434399
[28.618059, -96.612877];[28.616289, -96.609734];0.3644969568679007
[28.616289, -96.609734];[28.61446, -96.603729];0.6204458738944297
[28.615191, -96.618301];[28.618059, -96.612877];0.6180746529992878
[28.61038, -96.618187];[28.616289, -96.609734];1.0547854196017488
[28.622311, -96.622124];[28.618059, -96.612877];1.018923217812724
[26.55784, -97.425163];[26.56616, -97.212883];5.542677513975922
[55.999969, -160.66687];[56.50795, -165.253357];31.179714174681198
[47.585621, -122.574112];[47.657398, -122.601288];5.782079886458912
[47.585621, -122.574112];[47.657398, -122.601288];5.782079886458912
[32.270439, -80.708];[32.273331, -80.689743];1.7463516147785116
[32.270439, -80.708];[32.261429, -80.656837];4.913782732973965
[32.261429, -80.656837];[31.78009, -79.924637];23.617759823933344
[32.278358, -80.695389];[32.273331, -80.689743];0.7708488168639663
[48.20322, -122.408218];[47.978119, -122.311997];48.04437377461568
[48.20322, -122.408218];[47.978119, -122.311997];48.04437377461568
[48.148659, -122.730202];[48.19326, -122.82933];9.90059509235335
[48.054501, -122.755119];[48.105381, -122.728821];5.306553571210107
